timestamp,status_mesin,status_idle,durasi_idle_s,getaran_g,sw420_terdeteksi,gps_fix,gps_lat,gps_lon
2026-09-25T20:30:55,MATI,AMAN,0,0.0174,0,0,0.0,0.0
2026-09-25T20:30:58,MATI,AMAN,0,0.015,0,0,0.0,0.0
2026-09-25T20:31:00,MATI,AMAN,0,0.0166,0,0,0.0,0.0
2026-09-25T20:31:03,MATI,AMAN,0,0.0174,0,0,0.0,0.0
2026-09-25T20:31:06,MATI,AMAN,0,0.0152,0,0,0.0,0.0
2026-09-25T20:31:08,MATI,AMAN,0,0.0168,0,0,0.0,0.0
2026-09-25T20:31:10,MATI,AMAN,0,0.0177,0,0,0.0,0.0
2026-09-25T20:31:13,MATI,AMAN,0,0.0174,0,0,0.0,0.0
2026-09-25T20:31:15,MATI,AMAN,0,0.0165,0,0,0.0,0.0
2026-09-25T20:31:18,MATI,AMAN,0,0.0169,0,0,0.0,0.0
2026-09-25T20:31:20,MATI,AMAN,0,0.0173,0,0,0.0,0.0
2026-09-25T20:31:23,MATI,AMAN,0,0.0167,0,0,0.0,0.0
2026-09-25T20:31:25,MATI,AMAN,0,0.0163,0,0,0.0,0.0
2026-09-25T20:31:27,MATI,AMAN,0,0.0162,0,0,0.0,0.0
2026-09-25T20:31:30,MATI,AMAN,0,0.0174,0,0,0.0,0.0
2026-09-25T20:31:32,MATI,AMAN,0,0.0168,0,0,0.0,0.0
2026-09-25T20:31:35,MATI,AMAN,0,0.0159,0,0,0.0,0.0
2026-09-25T20:31:37,MATI,AMAN,0,0.0193,0,0,0.0,0.0
2026-09-25T20:31:40,MATI,AMAN,0,0.0168,0,0,0.0,0.0
2026-09-25T20:31:42,MATI,AMAN,0,0.0169,0,0,0.0,0.0
2026-09-25T20:31:44,MATI,AMAN,0,0.0176,0,0,0.0,0.0
2026-09-25T20:31:47,MATI,AMAN,0,0.0168,0,0,0.0,0.0
2026-09-25T20:31:49,MATI,AMAN,0,0.0173,0,0,0.0,0.0
2026-09-25T20:31:52,MATI,AMAN,0,0.0157,0,0,0.0,0.0
2026-09-25T20:31:54,MATI,AMAN,0,0.0159,0,0,0.0,0.0
2026-09-25T20:31:56,MATI,AMAN,0,0.0177,0,0,0.0,0.0
2026-09-25T20:31:59,MATI,AMAN,0,0.0167,0,0,0.0,0.0
2026-09-25T20:32:01,MATI,AMAN,0,0.0158,0,0,0.0,0.0
2026-09-25T20:32:04,MATI,AMAN,0,0.018,0,0,0.0,0.0
2026-09-25T20:32:06,MATI,AMAN,0,0.0159,0,0,0.0,0.0
2026-09-25T20:32:08,MATI,AMAN,0,0.0164,0,0,0.0,0.0
2026-09-25T20:32:11,MATI,AMAN,0,0.016,0,0,0.0,0.0
2026-09-25T20:32:13,MATI,AMAN,0,0.0173,0,0,0.0,0.0
2026-09-25T20:32:15,MATI,AMAN,0,0.0174,0,0,0.0,0.0
2026-09-25T20:32:18,MATI,AMAN,0,0.0171,0,0,0.0,0.0
2026-09-25T20:32:20,MATI,AMAN,0,0.0159,0,0,0.0,0.0
2026-09-25T20:32:23,MATI,AMAN,0,0.0157,0,0,0.0,0.0
2026-09-25T20:32:25,MATI,AMAN,0,0.0151,0,0,0.0,0.0
2026-09-25T20:32:27,MATI,AMAN,0,0.0188,0,0,0.0,0.0
2026-09-25T20:32:30,MATI,AMAN,0,0.0163,0,0,0.0,0.0
2026-09-25T20:32:32,MATI,AMAN,0,0.0165,0,0,0.0,0.0
2026-09-25T20:32:35,MATI,AMAN,0,0.0168,0,0,0.0,0.0
2026-09-25T20:32:37,MATI,AMAN,0,0.0159,0,0,0.0,0.0
2026-09-25T20:32:39,MATI,AMAN,0,0.0158,0,0,0.0,0.0
2026-09-25T20:32:42,MATI,AMAN,0,0.0165,0,0,0.0,0.0
2026-09-25T20:32:44,MATI,AMAN,0,0.0169,0,0,0.0,0.0
2026-09-25T20:32:46,MATI,AMAN,0,0.0158,0,0,0.0,0.0
2026-09-25T20:32:49,MATI,AMAN,0,0.0169,0,0,0.0,0.0
2026-09-25T20:32:51,MATI,AMAN,0,0.0165,0,0,0.0,0.0
2026-09-25T20:32:54,MATI,AMAN,0,0.0162,0,0,0.0,0.0
2026-09-25T20:32:56,MATI,AMAN,0,0.0165,0,0,0.0,0.0
2026-09-25T20:32:58,MATI,AMAN,0,0.0135,0,0,0.0,0.0
2026-09-25T20:33:01,MATI,AMAN,0,0.0165,0,0,0.0,0.0
2026-09-25T20:33:03,MATI,AMAN,0,0.0169,0,0,0.0,0.0
2026-09-25T20:33:05,MATI,AMAN,0,0.0175,0,0,0.0,0.0
2026-09-25T20:33:08,MATI,AMAN,0,0.0163,0,0,0.0,0.0
2026-09-25T20:33:10,MATI,AMAN,0,0.0189,0,0,0.0,0.0
2026-09-25T20:33:13,MATI,AMAN,0,0.0189,0,0,0.0,0.0
2026-09-25T20:33:15,MATI,AMAN,0,0.0187,0,0,0.0,0.0
2026-09-25T20:33:18,MATI,AMAN,0,0.0146,0,0,0.0,0.0
2026-09-25T20:33:20,MATI,AMAN,0,0.0175,0,0,0.0,0.0
2026-09-25T20:33:22,MATI,AMAN,0,0.0174,0,0,0.0,0.0
2026-09-25T20:33:25,MATI,AMAN,0,0.018,0,0,0.0,0.0
2026-09-25T20:33:27,MATI,AMAN,0,0.0153,0,0,0.0,0.0
2026-09-25T20:33:30,MATI,AMAN,0,0.0167,0,0,0.0,0.0
2026-09-25T20:33:32,MATI,AMAN,0,0.017,0,0,0.0,0.0
2026-09-25T20:33:34,MATI,AMAN,0,0.0165,0,0,0.0,0.0
2026-09-25T20:33:37,MATI,AMAN,0,0.0157,0,0,0.0,0.0
2026-09-25T20:33:39,MATI,AMAN,0,0.0164,0,0,0.0,0.0
2026-09-25T20:33:41,MATI,AMAN,0,0.0172,0,0,0.0,0.0
2026-09-25T20:33:44,MATI,AMAN,0,0.016,0,0,0.0,0.0
2026-09-25T20:33:46,MATI,AMAN,0,0.018,0,0,0.0,0.0
2026-09-25T20:33:49,MATI,AMAN,0,0.0161,0,0,0.0,0.0
2026-09-25T20:33:51,MATI,AMAN,0,0.0173,0,0,0.0,0.0
2026-09-25T20:33:53,MATI,AMAN,0,0.0156,0,0,0.0,0.0
2026-09-25T20:33:56,MATI,AMAN,0,0.017,0,0,0.0,0.0
2026-09-25T20:33:58,MATI,AMAN,0,0.0162,0,0,0.0,0.0
2026-09-25T20:34:01,MATI,AMAN,0,0.0159,0,0,0.0,0.0
2026-09-25T20:34:03,MATI,AMAN,0,0.0187,0,0,0.0,0.0
2026-09-25T20:34:05,MATI,AMAN,0,0.0164,0,0,0.0,0.0
2026-09-25T20:34:08,MATI,AMAN,0,0.0172,0,0,0.0,0.0
2026-09-25T20:34:11,MATI,AMAN,0,0.0167,0,0,0.0,0.0
2026-09-25T20:34:13,MATI,AMAN,0,0.0167,0,0,0.0,0.0
2026-09-25T20:34:15,MATI,AMAN,0,0.0163,0,0,0.0,0.0
2026-09-25T20:34:18,MATI,AMAN,0,0.0174,0,0,0.0,0.0
2026-09-25T20:34:20,MATI,AMAN,0,0.0167,0,0,0.0,0.0
2026-09-25T20:34:23,MATI,AMAN,0,0.0189,0,0,0.0,0.0
2026-09-25T20:34:25,MATI,AMAN,0,0.0165,0,0,0.0,0.0
2026-09-25T20:34:27,MATI,AMAN,0,0.0162,0,0,0.0,0.0
2026-09-25T20:34:30,MATI,AMAN,0,0.0166,0,0,0.0,0.0
2026-09-25T20:34:32,MATI,AMAN,0,0.0165,0,0,0.0,0.0
2026-09-25T20:34:35,MATI,AMAN,0,0.0177,0,0,0.0,0.0
2026-09-25T20:34:37,MATI,AMAN,0,0.0171,0,0,0.0,0.0
2026-09-25T20:34:39,MATI,AMAN,0,0.0166,0,0,0.0,0.0
2026-09-25T20:34:42,MATI,AMAN,0,0.0161,0,0,0.0,0.0
2026-09-25T20:34:44,MATI,AMAN,0,0.0168,0,0,0.0,0.0
2026-09-25T20:34:47,MATI,AMAN,0,0.017,0,0,0.0,0.0
2026-09-25T20:34:49,MATI,AMAN,0,0.016,0,0,0.0,0.0
2026-09-25T20:34:52,MATI,AMAN,0,0.0161,0,0,0.0,0.0
2026-09-25T20:34:54,MATI,AMAN,0,0.0163,0,0,0.0,0.0
2026-09-25T20:34:56,MATI,AMAN,0,0.0159,0,0,0.0,0.0
2026-09-25T20:34:59,MATI,AMAN,0,0.0154,0,0,0.0,0.0
2026-09-25T20:35:01,MATI,AMAN,0,0.0173,0,0,0.0,0.0
2026-09-25T20:35:03,MATI,AMAN,0,0.0171,0,0,0.0,0.0
2026-09-25T20:35:06,MATI,AMAN,0,0.0128,0,0,0.0,0.0
2026-09-25T20:35:08,MATI,AMAN,0,0.0158,0,0,0.0,0.0
2026-09-25T20:35:11,MATI,AMAN,0,0.017,0,0,0.0,0.0
2026-09-25T20:35:13,MATI,AMAN,0,0.0173,0,0,0.0,0.0
2026-09-25T20:35:16,MATI,AMAN,0,0.0189,0,0,0.0,0.0
2026-09-25T20:35:18,MATI,AMAN,0,0.0168,0,0,0.0,0.0
2026-09-25T20:35:20,MATI,AMAN,0,0.0175,0,0,0.0,0.0
2026-09-25T20:35:23,MATI,AMAN,0,0.0171,0,0,0.0,0.0
2026-09-25T20:35:25,MATI,AMAN,0,0.015,0,0,0.0,0.0
2026-09-25T20:35:28,MATI,AMAN,0,0.016,0,0,0.0,0.0
2026-09-25T20:35:30,MATI,AMAN,0,0.0169,0,0,0.0,0.0
2026-09-25T20:35:32,MATI,AMAN,0,0.0179,0,0,0.0,0.0
2026-09-25T20:35:35,MATI,AMAN,0,0.0161,0,0,0.0,0.0
2026-09-25T20:35:37,MATI,AMAN,0,0.0163,0,0,0.0,0.0
2026-09-25T20:35:40,MATI,AMAN,0,0.0166,0,0,0.0,0.0
2026-09-25T20:35:42,MATI,AMAN,0,0.0167,0,0,0.0,0.0
2026-09-25T20:35:44,ON,IDLE,0,0.038,0,0,0.0,0.0
2026-09-25T20:35:47,ON,IDLE,2,0.1242,0,0,0.0,0.0
2026-09-25T20:35:49,ON,IDLE,4,0.1211,0,0,0.0,0.0
2026-09-25T20:35:52,ON,AMAN,0,0.2017,0,0,0.0,0.0
2026-09-25T20:35:54,ON,AMAN,0,0.1965,0,0,0.0,0.0
2026-09-25T20:35:56,ON,IDLE,0,0.1773,0,0,0.0,0.0
2026-09-25T20:35:59,ON,IDLE,2,0.1741,0,0,0.0,0.0
2026-09-25T20:36:01,ON,AMAN,0,0.2917,0,0,0.0,0.0
2026-09-25T20:36:04,ON,IDLE,0,0.0654,0,0,0.0,0.0
2026-09-25T20:36:06,MATI,AMAN,0,0.0164,0,0,0.0,0.0
2026-09-25T20:36:08,MATI,AMAN,0,0.0154,0,0,0.0,0.0
2026-09-25T20:36:11,MATI,AMAN,0,0.0168,0,0,0.0,0.0
2026-09-25T20:36:13,MATI,AMAN,0,0.0163,0,0,0.0,0.0
2026-09-25T20:36:15,MATI,AMAN,0,0.0178,0,0,0.0,0.0
2026-09-25T20:36:18,MATI,AMAN,0,0.0168,0,0,0.0,0.0
2026-09-25T20:36:20,MATI,AMAN,0,0.0169,0,0,0.0,0.0
2026-09-25T20:36:23,MATI,AMAN,0,0.0161,0,0,0.0,0.0
2026-09-25T20:36:25,MATI,AMAN,0,0.0168,0,0,0.0,0.0
2026-09-25T20:36:27,MATI,AMAN,0,0.0181,0,0,0.0,0.0
2026-09-25T20:36:30,MATI,AMAN,0,0.0171,0,0,0.0,0.0
2026-09-25T20:36:32,MATI,AMAN,0,0.0174,0,0,0.0,0.0
2026-09-25T20:36:35,MATI,AMAN,0,0.0173,0,0,0.0,0.0
2026-09-25T20:36:37,ON,IDLE,0,0.1219,0,0,0.0,0.0
2026-09-25T20:36:39,MATI,AMAN,0,0.0156,0,0,0.0,0.0
2026-09-25T20:36:42,MATI,AMAN,0,0.017,0,0,0.0,0.0
2026-09-25T20:36:44,MATI,AMAN,0,0.0196,0,0,0.0,0.0
2026-09-25T20:36:46,MATI,AMAN,0,0.0198,0,0,0.0,0.0
2026-09-25T20:36:49,MATI,AMAN,0,0.013,0,0,0.0,0.0
2026-09-25T20:36:52,MATI,AMAN,0,0.0202,0,0,0.0,0.0
2026-09-25T20:36:54,MATI,AMAN,0,0.0177,0,0,0.0,0.0
2026-09-25T20:36:56,MATI,AMAN,0,0.0162,0,0,0.0,0.0
2026-09-25T20:36:59,MATI,AMAN,0,0.0193,0,0,0.0,0.0
2026-09-25T20:37:01,ON,IDLE,0,0.0918,0,0,0.0,0.0
2026-09-25T20:37:03,MATI,AMAN,0,0.0158,0,0,0.0,0.0
2026-09-25T20:37:06,MATI,AMAN,0,0.0155,0,0,0.0,0.0
2026-09-25T20:37:08,MATI,AMAN,0,0.0147,0,0,0.0,0.0
2026-09-25T20:37:11,MATI,AMAN,0,0.0167,0,0,0.0,0.0
2026-09-25T20:37:13,MATI,AMAN,0,0.0143,0,0,0.0,0.0
2026-09-25T20:37:15,MATI,AMAN,0,0.0187,0,0,0.0,0.0
2026-09-25T20:37:18,MATI,AMAN,0,0.0155,0,0,0.0,0.0
2026-09-25T20:37:20,MATI,AMAN,0,0.0168,0,0,0.0,0.0
2026-09-25T20:37:22,MATI,AMAN,0,0.0164,0,0,0.0,0.0
2026-09-25T20:37:25,MATI,AMAN,0,0.016,0,0,0.0,0.0
2026-09-25T20:37:27,MATI,AMAN,0,0.0167,0,0,0.0,0.0
2026-09-25T20:37:30,MATI,AMAN,0,0.0165,0,0,0.0,0.0
2026-09-25T20:37:32,MATI,AMAN,0,0.0154,0,0,0.0,0.0
2026-09-25T20:37:34,MATI,AMAN,0,0.0176,0,0,0.0,0.0
2026-09-25T20:37:37,MATI,AMAN,0,0.016,0,0,0.0,0.0
2026-09-25T20:37:39,MATI,AMAN,0,0.0167,0,0,0.0,0.0
2026-09-25T20:37:41,MATI,AMAN,0,0.0154,0,0,0.0,0.0
2026-09-25T20:37:44,MATI,AMAN,0,0.0173,0,0,0.0,0.0
2026-09-25T20:37:46,MATI,AMAN,0,0.0161,0,0,0.0,0.0
2026-09-25T20:37:48,MATI,AMAN,0,0.0154,0,0,0.0,0.0
2026-09-25T20:37:51,MATI,AMAN,0,0.0167,0,0,0.0,0.0
2026-09-25T20:37:53,MATI,AMAN,0,0.0159,0,0,0.0,0.0
2026-09-25T20:37:56,MATI,AMAN,0,0.0167,0,0,0.0,0.0
2026-09-25T20:37:58,MATI,AMAN,0,0.0161,0,0,0.0,0.0
2026-09-25T20:38:00,MATI,AMAN,0,0.0175,0,0,0.0,0.0
2026-09-25T20:38:03,MATI,AMAN,0,0.0168,0,0,0.0,0.0
2026-09-25T20:38:06,MATI,AMAN,0,0.0172,0,0,0.0,0.0
2026-09-25T20:38:08,MATI,AMAN,0,0.0163,0,0,0.0,0.0
2026-09-25T20:38:10,MATI,AMAN,0,0.0165,0,0,0.0,0.0
2026-09-25T20:38:13,MATI,AMAN,0,0.0172,0,0,0.0,0.0
2026-09-25T20:38:15,MATI,AMAN,0,0.0151,0,0,0.0,0.0
2026-09-25T20:38:18,MATI,AMAN,0,0.0167,0,0,0.0,0.0
2026-09-25T20:38:20,MATI,AMAN,0,0.0173,0,0,0.0,0.0
2026-09-25T20:38:23,MATI,AMAN,0,0.0174,0,0,0.0,0.0
2026-09-25T20:38:26,MATI,AMAN,0,0.0168,0,0,0.0,0.0
2026-09-25T20:38:28,MATI,AMAN,0,0.0167,0,0,0.0,0.0
2026-09-25T20:38:30,MATI,AMAN,0,0.0183,0,0,0.0,0.0
2026-09-25T20:38:33,MATI,AMAN,0,0.0161,0,0,0.0,0.0
2026-09-25T20:38:35,MATI,AMAN,0,0.0175,0,0,0.0,0.0
2026-09-25T20:38:37,MATI,AMAN,0,0.0169,0,0,0.0,0.0
2026-09-25T20:38:40,MATI,AMAN,0,0.0154,0,0,0.0,0.0
2026-09-26T23:13:08,MATI,AMAN,0,0.0149,0,0,0.0,0.0,87.2,0.8,MIRING
2026-09-26T23:31:09,MATI,AMAN,0,0.017,0,0,0.0,0.0,87.1,0.9,MIRING
2026-09-26T23:31:11,MATI,AMAN,0,0.0178,0,0,0.0,0.0,87.1,0.9,MIRING
2026-09-26T23:31:13,MATI,AMAN,0,0.0174,0,0,0.0,0.0,87.0,1.0,MIRING
2026-09-26T23:31:16,MATI,AMAN,0,0.0166,0,0,0.0,0.0,87.1,0.9,MIRING
2026-09-26T23:31:18,MATI,AMAN,0,0.0166,0,0,0.0,0.0,87.0,0.9,MIRING
2026-09-26T23:31:20,ON,AMAN,0,0.2727,0,0,0.0,0.0,87.6,1.5,MIRING
2026-09-26T23:31:23,ON,AMAN,0,0.2476,0,0,0.0,0.0,87.4,1.5,MIRING
2026-09-26T23:31:25,ON,AMAN,0,0.1824,0,0,0.0,0.0,86.7,1.6,MIRING
2026-09-26T23:31:27,ON,AMAN,0,0.1925,0,0,0.0,0.0,87.8,0.6,MIRING
2026-09-26T23:31:30,ON,AMAN,0,0.2211,0,0,0.0,0.0,86.9,1.5,MIRING
2026-09-26T23:31:32,ON,AMAN,0,0.4719,0,0,0.0,0.0,87.9,0.7,MIRING
2026-09-26T23:31:35,ON,AMAN,0,0.3439,0,0,0.0,0.0,86.2,0.4,MIRING
2026-09-26T23:31:37,ON,IDLE,0,0.0399,0,0,0.0,0.0,87.1,0.2,MIRING
2026-09-26T23:31:39,MATI,AMAN,0,0.016,0,0,0.0,0.0,87.1,0.8,MIRING
2026-09-26T23:31:42,MATI,AMAN,0,0.0158,0,0,0.0,0.0,87.1,0.9,MIRING
2026-09-26T23:31:44,MATI,AMAN,0,0.0153,0,0,0.0,0.0,87.0,0.9,MIRING
2026-09-26T23:31:47,MATI,AMAN,0,0.0158,0,0,0.0,0.0,87.1,0.9,MIRING
2026-09-26T23:31:49,MATI,AMAN,0,0.016,0,0,0.0,0.0,87.0,0.9,MIRING
2026-09-26T23:31:51,MATI,AMAN,0,0.0157,0,0,0.0,0.0,87.0,1.0,MIRING
2026-09-26T23:31:53,MATI,AMAN,0,0.0159,0,0,0.0,0.0,87.0,0.9,MIRING
2026-09-26T23:31:56,MATI,AMAN,0,0.0166,0,0,0.0,0.0,87.0,0.9,MIRING
2026-09-26T23:31:58,ON,IDLE,0,0.1649,0,0,0.0,0.0,86.8,0.1,MIRING
2026-09-26T23:32:01,ON,AMAN,0,0.4423,0,0,0.0,0.0,87.6,0.3,MIRING
2026-09-26T23:32:03,ON,AMAN,0,0.1932,0,0,0.0,0.0,87.7,0.5,MIRING
2026-09-26T23:32:05,ON,AMAN,0,0.2031,0,0,0.0,0.0,87.3,0.9,MIRING
2026-09-26T23:32:08,MATI,AMAN,0,0.0186,0,0,0.0,0.0,87.1,0.9,MIRING
2026-09-26T23:32:10,MATI,AMAN,0,0.0155,0,0,0.0,0.0,87.0,0.9,MIRING
2026-09-26T23:32:12,MATI,AMAN,0,0.0162,0,0,0.0,0.0,87.1,0.8,MIRING
2026-09-26T23:32:15,MATI,AMAN,0,0.0183,0,0,0.0,0.0,87.1,0.9,MIRING
2026-09-26T23:32:17,MATI,AMAN,0,0.0159,0,0,0.0,0.0,87.0,0.9,MIRING
2026-09-26T23:32:20,MATI,AMAN,0,0.0183,0,0,0.0,0.0,87.0,0.9,MIRING
2026-09-26T23:32:22,MATI,AMAN,0,0.0162,0,0,0.0,0.0,87.0,1.0,MIRING
2026-09-26T23:32:24,MATI,AMAN,0,0.0159,0,0,0.0,0.0,87.0,0.9,MIRING
2026-09-26T23:32:27,MATI,AMAN,0,0.0253,0,0,0.0,0.0,87.5,0.8,MIRING
2026-09-26T23:32:29,MATI,AMAN,0,0.025,0,0,0.0,0.0,83.0,-6.9,MIRING
2026-09-26T23:32:31,MATI,AMAN,0,0.0221,0,0,0.0,0.0,78.6,-11.2,MIRING
2026-09-26T23:32:34,MATI,AMAN,0,0.016,0,0,0.0,0.0,77.1,-12.7,MIRING
2026-09-26T23:32:36,MATI,AMAN,0,0.0183,0,0,0.0,0.0,77.4,-12.4,MIRING
2026-09-26T23:32:38,MATI,AMAN,0,0.0262,0,0,0.0,0.0,85.2,-4.8,MIRING
2026-09-26T23:32:41,MATI,AMAN,0,0.0174,0,0,0.0,0.0,88.8,0.7,MIRING
2026-09-26T23:32:43,MATI,AMAN,0,0.0155,0,0,0.0,0.0,88.8,0.7,MIRING
2026-09-26T23:32:45,MATI,AMAN,0,0.017,0,0,0.0,0.0,88.8,0.7,MIRING
2026-09-26T23:32:48,MATI,AMAN,0,0.0167,0,0,0.0,0.0,88.8,0.8,MIRING
2026-09-26T23:32:50,MATI,AMAN,0,0.0161,0,0,0.0,0.0,88.8,0.7,MIRING
2026-09-26T23:32:52,MATI,AMAN,0,0.015,0,0,0.0,0.0,88.8,0.8,MIRING
